city,analysis_type,feature_group,feature,generated_feature,parameter_weeks,n_pairs,pearson_corr,abs_pearson_corr
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_9_mean,9,520,0.23604681611355208,0.23604681611355208
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_10_mean,10,520,0.23107487388121603,0.23107487388121603
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_11_mean,11,520,0.22452137991214804,0.22452137991214804
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_12_mean,12,520,0.2176930887245036,0.2176930887245036
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_13_mean,13,520,0.21155767568746597,0.21155767568746597
iq,rolling,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_14_mean,14,520,0.20299624486283274,0.20299624486283274
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k,0,520,-0.0541751723626556,0.0541751723626556
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_1,1,519,-0.03443778872414817,0.03443778872414817
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_2,2,518,-0.029474116823876687,0.029474116823876687
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_3,3,517,0.003360336579454373,0.003360336579454373
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_4,4,516,0.011802263958299223,0.011802263958299223
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_5,5,515,0.06822111692796641,0.06822111692796641
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_6,6,514,0.08934519846543344,0.08934519846543344
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_7,7,513,0.08687484923968637,0.08687484923968637
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_8,8,512,0.0848091539204811,0.0848091539204811
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_9,9,511,0.1030856968595393,0.1030856968595393
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_10,10,510,0.14450420200941844,0.14450420200941844
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_11,11,509,0.1368060011574846,0.1368060011574846
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_12,12,508,0.13834779730055105,0.13834779730055105
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_13,13,507,0.11912000844117655,0.11912000844117655
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_14,14,506,0.14614629582713662,0.14614629582713662
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k,1,520,-0.0541751723626556,0.0541751723626556
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_2_mean,2,520,-0.04986898080619941,0.04986898080619941
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_3_mean,3,520,-0.047326134064293104,0.047326134064293104
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_4_mean,4,520,-0.03594708423411138,0.03594708423411138
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_5_mean,5,520,-0.02630898153860906,0.02630898153860906
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_6_mean,6,520,-0.006953266809708103,0.006953266809708103
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_7_mean,7,520,0.011772008107193112,0.011772008107193112
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_8_mean,8,520,0.026143182075759865,0.026143182075759865
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_9_mean,9,520,0.037640717933802845,0.037640717933802845
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_10_mean,10,520,0.05002393781845899,0.05002393781845899
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_11_mean,11,520,0.06633094004334128,0.06633094004334128
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_12_mean,12,520,0.07973877079745285,0.07973877079745285
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_13_mean,13,520,0.0919094643062659,0.0919094643062659
iq,rolling,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_rolling_14_mean,14,520,0.10079532809867565,0.10079532809867565
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k,0,520,0.21167882246833372,0.21167882246833372
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_1,1,519,0.18887069330711234,0.18887069330711234
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_2,2,518,0.20517266044878557,0.20517266044878557
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_3,3,517,0.19144434025411244,0.19144434025411244
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_4,4,516,0.18416867285617167,0.18416867285617167
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_5,5,515,0.19169012017067136,0.19169012017067136
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_6,6,514,0.15898802723299277,0.15898802723299277
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_7,7,513,0.1473994227482182,0.1473994227482182
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_8,8,512,0.14455640111089746,0.14455640111089746
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_9,9,511,0.13680567875504646,0.13680567875504646
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_10,10,510,0.08603370421662467,0.08603370421662467
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_11,11,509,0.04982048221941812,0.04982048221941812
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_12,12,508,0.017934055792597565,0.017934055792597565
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_13,13,507,-0.00024117752866159215,0.00024117752866159215
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_14,14,506,-0.04794358821840259,0.04794358821840259
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k,1,520,0.21167882246833372,0.21167882246833372
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_2_mean,2,520,0.22931600317548387,0.22931600317548387
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_3_mean,3,520,0.24546284527733045,0.24546284527733045
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_4_mean,4,520,0.25234510645891767,0.25234510645891767
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_5_mean,5,520,0.25627124561849374,0.25627124561849374
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_6_mean,6,520,0.2616343523579084,0.2616343523579084
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_7_mean,7,520,0.26060968894701003,0.26060968894701003
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_8_mean,8,520,0.2589914254862054,0.2589914254862054
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_9_mean,9,520,0.2580801541881262,0.2580801541881262
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_10_mean,10,520,0.2570939772371881,0.2570939772371881
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_11_mean,11,520,0.2504307861905779,0.2504307861905779
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_12_mean,12,520,0.2411337274918955,0.2411337274918955
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_13_mean,13,520,0.23019091953923623,0.23019091953923623
iq,rolling,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_14_mean,14,520,0.21932032539907356,0.21932032539907356
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2,0,520,0.10115047601006932,0.10115047601006932
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_1,1,519,0.08257504974362499,0.08257504974362499
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_2,2,518,0.09234880393770903,0.09234880393770903
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_3,3,517,0.07457911189118314,0.07457911189118314
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_4,4,516,0.06128244168817382,0.06128244168817382
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_5,5,515,0.08000143342017553,0.08000143342017553
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_6,6,514,0.033313975953735406,0.033313975953735406
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_7,7,513,0.03367634629151982,0.03367634629151982
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_8,8,512,0.03283669482931226,0.03283669482931226
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_9,9,511,0.0281345727873987,0.0281345727873987
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_10,10,510,0.02603272807685573,0.02603272807685573
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_11,11,509,-0.0019951032641412456,0.0019951032641412456
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_12,12,508,-0.019004251104891533,0.019004251104891533
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_13,13,507,-0.031723373750101994,0.031723373750101994
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_14,14,506,-0.061520983291380935,0.061520983291380935
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2,1,520,0.10115047601006932,0.10115047601006932
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_2_mean,2,520,0.11399834786054203,0.11399834786054203
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_3_mean,3,520,0.12663641597445752,0.12663641597445752
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_4_mean,4,520,0.1284496432849917,0.1284496432849917
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_5_mean,5,520,0.12630514549086547,0.12630514549086547
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_6_mean,6,520,0.13090767198256098,0.13090767198256098
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_7_mean,7,520,0.1236828892834929,0.1236828892834929
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_8_mean,8,520,0.11893948243539947,0.11893948243539947
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_9_mean,9,520,0.11558466752514812,0.11558466752514812
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_10_mean,10,520,0.11262182651199706,0.11262182651199706
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_11_mean,11,520,0.11002941400539984,0.11002941400539984
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_12_mean,12,520,0.10402968370037828,0.10402968370037828
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_13_mean,13,520,0.09672336675885318,0.09672336675885318
iq,rolling,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_rolling_14_mean,14,520,0.08882173128529817,0.08882173128529817
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent,0,520,0.1294858220711044,0.1294858220711044
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_1,1,519,0.119708762343665,0.119708762343665
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_2,2,518,0.11348893422035662,0.11348893422035662
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_3,3,517,0.09160727252714851,0.09160727252714851
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_4,4,516,0.05156009786704789,0.05156009786704789
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_5,5,515,0.05199675183690245,0.05199675183690245
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_6,6,514,0.02505123857245089,0.02505123857245089
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_7,7,513,0.012995998445841645,0.012995998445841645
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_8,8,512,0.011940321463784157,0.011940321463784157
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_9,9,511,-0.01625564160997487,0.01625564160997487
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_10,10,510,-0.031853599807264286,0.031853599807264286
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_11,11,509,-0.025472958836298076,0.025472958836298076
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_12,12,508,-0.029117863611493103,0.029117863611493103
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_13,13,507,-0.05046168087211284,0.05046168087211284
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_14,14,506,-0.07750552560738679,0.07750552560738679
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent,1,520,0.1294858220711044,0.1294858220711044
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_2_mean,2,520,0.13829720348062471,0.13829720348062471
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_3_mean,3,520,0.14211632671314742,0.14211632671314742
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_4_mean,4,520,0.1388419149318573,0.1388419149318573
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_5_mean,5,520,0.12690835034232034,0.12690835034232034
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_6_mean,6,520,0.11918432940119805,0.11918432940119805
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_7_mean,7,520,0.10880891348801308,0.10880891348801308
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_8_mean,8,520,0.09904015781033283,0.09904015781033283
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_9_mean,9,520,0.09128411313042305,0.09128411313042305
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_10_mean,10,520,0.08128944116225616,0.08128944116225616
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_11_mean,11,520,0.07109832148258818,0.07109832148258818
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_12_mean,12,520,0.06338392995691952,0.06338392995691952
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_13_mean,13,520,0.05644185219074134,0.05644185219074134
iq,rolling,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_rolling_14_mean,14,520,0.04816303096122466,0.04816303096122466
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm,0,520,0.09062770970838817,0.09062770970838817
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_1,1,519,0.0564342660099281,0.0564342660099281
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_2,2,518,0.08981871444631558,0.08981871444631558
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_3,3,517,0.12325231993260492,0.12325231993260492
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_4,4,516,0.0657988595793623,0.0657988595793623
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_5,5,515,0.08828279253448924,0.08828279253448924
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_6,6,514,0.07109525521462007,0.07109525521462007
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_7,7,513,0.00037736529756486365,0.00037736529756486365
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_8,8,512,-0.014114149715980892,0.014114149715980892
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_9,9,511,-0.021040427145190777,0.021040427145190777
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_10,10,510,-0.043080438883450825,0.043080438883450825
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_11,11,509,-0.05778412134497034,0.05778412134497034
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_12,12,508,-0.08592130616171381,0.08592130616171381
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_13,13,507,-0.08537981318099523,0.08537981318099523
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_14,14,506,-0.0724667437784993,0.0724667437784993
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm,1,520,0.09062770970838817,0.09062770970838817
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_2_mean,2,520,0.09515571383911056,0.09515571383911056
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_3_mean,3,520,0.11708810755579305,0.11708810755579305
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_4_mean,4,520,0.14606526470392403,0.14606526470392403
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_5_mean,5,520,0.14842048591755785,0.14842048591755785
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_6_mean,6,520,0.15794083774757237,0.15794083774757237
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_7_mean,7,520,0.16137445854170065,0.16137445854170065
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_8_mean,8,520,0.1481228265122331,0.1481228265122331
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_9_mean,9,520,0.13501354219973066,0.13501354219973066
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_10_mean,10,520,0.12327931868273405,0.12327931868273405
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_11_mean,11,520,0.10925059739301186,0.10925059739301186
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_12_mean,12,520,0.0945649978769526,0.0945649978769526
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_13_mean,13,520,0.07668587205278755,0.07668587205278755
iq,rolling,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_14_mean,14,520,0.060891318211647665,0.060891318211647665
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg,0,520,0.2352176889087021,0.2352176889087021
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_1,1,519,0.22611397462429728,0.22611397462429728
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_2,2,518,0.2205830344758139,0.2205830344758139
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_3,3,517,0.20612663294602698,0.20612663294602698
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_4,4,516,0.16606608724147348,0.16606608724147348
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_5,5,515,0.18325621023983407,0.18325621023983407
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_6,6,514,0.15491596247719258,0.15491596247719258
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_7,7,513,0.1417902040180648,0.1417902040180648
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_8,8,512,0.1253243286208891,0.1253243286208891
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_9,9,511,0.107909875710766,0.107909875710766
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_10,10,510,0.08036967029378063,0.08036967029378063
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_11,11,509,0.06065815974135837,0.06065815974135837
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_12,12,508,0.05110633349621634,0.05110633349621634
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_13,13,507,0.010507631128782606,0.010507631128782606
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_14,14,506,-0.03345817257525623,0.03345817257525623
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg,1,520,0.2352176889087021,0.2352176889087021
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_2_mean,2,520,0.2503596211952918,0.2503596211952918
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_3_mean,3,520,0.25675301485665286,0.25675301485665286
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_4_mean,4,520,0.2585068973007409,0.2585068973007409
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_5_mean,5,520,0.25158678651138466,0.25158678651138466
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_6_mean,6,520,0.25162591992022654,0.25162591992022654
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_7_mean,7,520,0.24781681260260272,0.24781681260260272
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_8_mean,8,520,0.24388381470778278,0.24388381470778278
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_9_mean,9,520,0.2394237489284645,0.2394237489284645
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_10_mean,10,520,0.23463291291873828,0.23463291291873828
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_11_mean,11,520,0.22827237042041873,0.22827237042041873
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_12_mean,12,520,0.22149940233904863,0.22149940233904863
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_13_mean,13,520,0.2153880639072868,0.2153880639072868
iq,rolling,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_14_mean,14,520,0.20668492613063438,0.20668492613063438
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k,0,520,-0.13219088266181492,0.13219088266181492
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_1,1,519,-0.10550243096169065,0.10550243096169065
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_2,2,518,-0.10362801026290007,0.10362801026290007
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_3,3,517,-0.08112662555731004,0.08112662555731004
