city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,weekofyear_sin,weekofyear_cos,reanalysis_specific_humidity_g_per_kg_lag_1,reanalysis_specific_humidity_g_per_kg_lag_2,reanalysis_specific_humidity_g_per_kg_lag_3,reanalysis_specific_humidity_g_per_kg_lag_5,reanalysis_specific_humidity_g_per_kg_lag_6,reanalysis_specific_humidity_g_per_kg_lag_8,reanalysis_specific_humidity_g_per_kg_lag_10,reanalysis_specific_humidity_g_per_kg_lag_12,reanalysis_dew_point_temp_k_lag_1,reanalysis_dew_point_temp_k_lag_2,reanalysis_dew_point_temp_k_lag_3,reanalysis_dew_point_temp_k_lag_5,reanalysis_dew_point_temp_k_lag_6,reanalysis_dew_point_temp_k_lag_8,reanalysis_dew_point_temp_k_lag_10,reanalysis_dew_point_temp_k_lag_12,reanalysis_min_air_temp_k_lag_1,reanalysis_min_air_temp_k_lag_2,reanalysis_min_air_temp_k_lag_3,reanalysis_min_air_temp_k_lag_5,reanalysis_min_air_temp_k_lag_6,reanalysis_min_air_temp_k_lag_8,reanalysis_min_air_temp_k_lag_10,reanalysis_min_air_temp_k_lag_12,reanalysis_air_temp_k_lag_6,reanalysis_air_temp_k_lag_8,reanalysis_air_temp_k_lag_10,reanalysis_air_temp_k_lag_12,reanalysis_avg_temp_k_lag_6,reanalysis_avg_temp_k_lag_8,reanalysis_avg_temp_k_lag_10,reanalysis_avg_temp_k_lag_12,reanalysis_max_air_temp_k_lag_6,reanalysis_max_air_temp_k_lag_8,reanalysis_max_air_temp_k_lag_10,reanalysis_max_air_temp_k_lag_12,station_avg_temp_c_lag_2,station_avg_temp_c_lag_4,station_avg_temp_c_lag_5,station_avg_temp_c_lag_6,station_avg_temp_c_lag_8,station_avg_temp_c_lag_10,station_avg_temp_c_lag_12,station_min_temp_c_lag_1,station_min_temp_c_lag_2,station_min_temp_c_lag_3,station_min_temp_c_lag_4,station_min_temp_c_lag_6,station_min_temp_c_lag_8,station_min_temp_c_lag_10,station_min_temp_c_lag_12,station_max_temp_c_lag_4,station_max_temp_c_lag_6,station_max_temp_c_lag_8,station_max_temp_c_lag_10,station_max_temp_c_lag_12,ndvi_sw_lag_10,ndvi_sw_lag_11,ndvi_sw_lag_14,ndvi_nw_lag_10,ndvi_nw_lag_11,ndvi_nw_lag_14,precipitation_amt_mm_lag_2,precipitation_amt_mm_lag_3,reanalysis_sat_precip_amt_mm_lag_2,reanalysis_sat_precip_amt_mm_lag_3,reanalysis_specific_humidity_g_per_kg_lag_0_3_mean,reanalysis_specific_humidity_g_per_kg_lag_1_3_mean,reanalysis_specific_humidity_g_per_kg_lag_5_8_mean,reanalysis_specific_humidity_g_per_kg_lag_7_10_mean,reanalysis_specific_humidity_g_per_kg_lag_9_12_mean,reanalysis_dew_point_temp_k_lag_0_3_mean,reanalysis_dew_point_temp_k_lag_1_3_mean,reanalysis_dew_point_temp_k_lag_5_8_mean,reanalysis_dew_point_temp_k_lag_7_10_mean,reanalysis_dew_point_temp_k_lag_9_12_mean,reanalysis_min_air_temp_k_lag_0_3_mean,reanalysis_min_air_temp_k_lag_1_3_mean,reanalysis_min_air_temp_k_lag_5_8_mean,reanalysis_min_air_temp_k_lag_7_10_mean,reanalysis_min_air_temp_k_lag_9_12_mean,station_avg_temp_c_lag_1_3_mean,station_avg_temp_c_lag_5_8_mean,station_avg_temp_c_lag_7_10_mean,station_avg_temp_c_lag_9_12_mean,station_min_temp_c_lag_1_3_mean,station_min_temp_c_lag_5_8_mean,station_min_temp_c_lag_7_10_mean,station_min_temp_c_lag_9_12_mean,station_max_temp_c_lag_5_8_mean,station_max_temp_c_lag_7_10_mean,station_max_temp_c_lag_9_12_mean,precipitation_amt_mm_lag_0_3_mean,precipitation_amt_mm_lag_1_3_mean,precipitation_amt_mm_lag_2_5_mean,reanalysis_sat_precip_amt_mm_lag_0_3_mean,reanalysis_sat_precip_amt_mm_lag_1_3_mean,reanalysis_sat_precip_amt_mm_lag_2_5_mean,total_cases_lag_1,total_cases_lag_2,total_cases_lag_3,total_cases_lag_4,total_cases_lag_8,total_cases_lag_12,total_cases_lag_1_2_mean,total_cases_lag_1_2_max,total_cases_lag_1_4_mean,total_cases_lag_1_4_max,total_cases_lag_1_8_mean,total_cases_lag_1_8_max
sj,2005,35,2005-09-03,-0.0601,-0.0073,0.11122,0.1085857,77.05,301.291428571,301.392857143,297.287142857,303.4,299.5,30.0,79.0814285714,77.05,18.8671428571,3.18571428571,28.0857142857,6.57142857143,32.2,22.2,104.4,137.0,-0.8854560256532096,-0.4647231720437691,18.1742857143,18.72,18.9385714286,19.1142857143,18.4814285714,18.8857142857,19.0414285714,18.1657142857,296.692857143,297.188571429,297.367142857,297.58,296.981428571,297.364285714,297.458571429,296.688571429,299.1,299.2,299.2,298.7,298.8,299.2,298.5,299.4,300.871428571,301.281428571,301.337142857,301.117142857,300.892857143,301.285714286,301.357142857,301.128571429,303.1,303.7,304.0,303.0,29.3285714286,28.9428571429,28.9285714286,28.3857142857,29.0285714286,30.0285714286,28.7285714286,22.8,25.6,25.6,25.0,23.9,25.0,25.0,24.4,33.3,32.8,33.9,34.4,32.8,0.2099286,0.1242143,0.08731429,0.0634,0.1177,0.06735,29.86,18.15,29.86,18.15,18.675,18.610952380966662,18.7475,18.82035714285,18.520357142850003,297.1339285715,297.082857143,297.23142857125,297.28428571425,297.0014285715,299.25,299.1666666666667,298.85,298.825,298.775,28.909523809533336,28.69642857145,29.13571428575,28.8285714286,24.666666666666668,24.299999999999997,24.700000000000003,24.424999999999997,32.925,33.6,32.9,56.01999999999997,49.01000000000001,48.14999999999996,56.01999999999997,49.01000000000001,48.14999999999996,119.0,126.0,82.0,83.0,30.0,12.0,122.5,126.0,102.5,126.0,77.0,126.0
sj,2005,36,2005-09-10,0.0022,-0.0271,0.2050286,0.2202333,23.3,301.465714286,301.514285714,296.642857143,304.1,298.6,3.7,75.4385714286,23.3,18.1571428571,4.42857142857,28.8571428571,7.05714285714,33.9,24.4,8.9,131.0,-0.9350162426854147,-0.3546048870425359,18.8671428571,18.1742857143,18.72,18.8314285714,19.1142857143,18.5085714286,18.8457142857,18.0285714286,297.287142857,296.692857143,297.188571429,297.291428571,297.58,297.0,297.314285714,296.544285714,299.5,299.1,299.2,299.3,298.7,298.7,298.9,298.3,300.852857143,300.667142857,301.088571429,299.981428571,300.921428571,300.621428571,301.078571429,300.107142857,302.9,302.5,302.8,302.1,27.9285714286,29.4714285714,28.9428571429,28.9285714286,28.4428571429,29.0428571429,27.5142857143,22.2,22.8,25.6,25.6,23.9,24.4,24.4,23.9,33.9,32.2,32.8,33.3,31.1,0.09425714,0.2099286,0.1467571,0.07075,0.0634,-0.004475,99.02,29.86,99.02,29.86,18.479642857125,18.58714285713333,18.733928571424997,18.68035714285,18.70035714285,296.952857143,297.0561904763333,297.2132142855,297.16499999975,297.17035714275005,299.1,299.26666666666665,298.875,298.9,298.725,28.447619047633335,28.675000000025,28.725000000025002,28.903571428600003,23.53333333333333,24.299999999999997,24.425,24.575,32.775,33.199999999999996,33.175,57.30749999999996,68.64333333333333,56.842499999999966,57.30749999999996,68.64333333333333,56.842499999999966,137.0,119.0,126.0,82.0,45.0,21.0,128.0,137.0,116.0,137.0,90.375,137.0
sj,2005,37,2005-09-17,0.0073,0.0049,0.1523429,0.1456286,43.57,302.2,302.164285714,297.795714286,304.3,299.9,11.9,77.2728571429,43.57,19.44,3.38571428571,29.2428571429,7.55714285714,33.9,24.4,61.0,112.0,-0.970941817426052,-0.23931566428755774,18.1571428571,18.8671428571,18.1742857143,18.9385714286,18.8314285714,18.4814285714,18.8857142857,19.0414285714,296.642857143,297.287142857,296.692857143,297.367142857,297.291428571,296.981428571,297.364285714,297.458571429,298.6,299.5,299.1,299.2,299.3,298.8,299.2,298.5,301.158571429,300.871428571,301.281428571,301.337142857,301.107142857,300.892857143,301.285714286,301.357142857,303.0,303.1,303.7,304.0,28.0857142857,29.3285714286,29.4714285714,28.9428571429,28.3857142857,29.0285714286,30.0285714286,24.4,22.2,22.8,25.6,25.0,23.9,25.0,25.0,33.3,33.3,32.8,33.9,34.4,0.2381,0.09425714,0.1763,0.246675,0.07075,0.09883333,77.05,99.02,77.05,99.02,18.659642857125,18.399523809499996,18.841428571425,18.7475,18.82035714285,297.10464285725004,296.8742857143334,297.30499999974995,297.23142857125,297.28428571425,299.275,299.06666666666666,299.0,298.85,298.825,28.290476190466666,28.93214285715,28.69642857145,29.13571428575,23.133333333333336,24.599999999999998,24.299999999999997,24.700000000000003,33.05,32.925,33.6,60.73499999999997,66.45666666666668,56.01999999999997,60.73499999999997,66.45666666666668,56.01999999999997,131.0,137.0,119.0,126.0,56.0,26.0,134.0,137.0,128.25,137.0,101.125,137.0
sj,2005,38,2005-09-24,0.0252,-0.05933333,0.1554286,0.1780286,66.86,301.495714286,301.514285714,297.0,303.7,298.9,14.6,76.6614285714,66.86,18.5057142857,3.57142857143,28.5857142857,6.65714285714,32.2,24.4,15.1,82.0,-0.992708874098054,-0.12053668025532357,19.44,18.1571428571,18.8671428571,18.72,18.9385714286,19.1142857143,18.5085714286,18.8457142857,297.795714286,296.642857143,297.287142857,297.188571429,297.367142857,297.58,297.0,297.314285714,299.9,298.6,299.5,299.2,299.2,298.7,298.7,298.9,301.348571429,300.852857143,300.667142857,301.088571429,301.378571429,300.921428571,300.621428571,301.078571429,303.5,302.9,302.5,302.8,28.8571428571,27.9285714286,29.3285714286,29.4714285714,28.9285714286,28.4428571429,29.0428571429,24.4,24.4,22.2,22.8,25.6,23.9,24.4,24.4,33.3,33.9,32.2,32.8,33.3,0.1370143,0.2381,0.1242143,0.051625,0.246675,0.1177,23.3,77.05,23.3,77.05,18.742499999975003,18.821428571399995,18.901071428575,18.733928571424997,18.68035714285,297.1814285715,297.24190476200005,297.35678571425,297.2132142855,297.16499999975,299.225,299.3333333333333,299.1,298.875,298.9,28.728571428566667,29.167857142875,28.675000000025,28.725000000025002,23.666666666666668,25.025,24.299999999999997,24.425,33.175,32.775,33.199999999999996,52.694999999999965,47.973333333333336,57.30749999999996,52.694999999999965,47.973333333333336,57.30749999999996,112.0,131.0,137.0,119.0,75.0,21.0,121.5,131.0,124.75,137.0,108.125,137.0
sj,2005,39,2005-10-01,0.0012,-0.02986667,0.1802833,0.1557333,36.86,301.114285714,301.371428571,297.128571429,304.0,298.8,38.4,79.0828571429,36.86,18.7042857143,3.54285714286,28.6285714286,6.15714285714,32.2,25.0,19.8,73.0,-1.0,-1.8369701987210297e-16,18.5057142857,19.44,18.1571428571,18.1742857143,18.72,18.8314285714,18.4814285714,18.8857142857,297.0,297.795714286,296.642857143,296.692857143,297.188571429,297.291428571,296.981428571,297.364285714,298.9,299.9,298.6,299.1,299.2,299.3,298.8,299.2,301.465714286,301.158571429,300.871428571,301.281428571,301.464285714,301.107142857,300.892857143,301.285714286,303.7,303.0,303.1,303.7,29.2428571429,28.0857142857,27.9285714286,29.3285714286,28.9428571429,28.3857142857,29.0285714286,24.4,24.4,24.4,22.2,25.6,25.0,23.9,25.0,32.2,33.3,33.3,32.8,33.9,0.2333429,0.1370143,0.2099286,-0.021,0.051625,0.0634,43.57,23.3,43.57,23.3,18.701785714274997,18.700952380933327,18.666071428575002,18.841428571425,18.7475,297.14178571450003,297.1461904763334,297.135,297.30499999974995,297.23142857125,299.05,299.1333333333334,299.2,299.0,298.85,28.895238095233335,28.917857142875,28.93214285715,28.69642857145,24.4,24.75,24.599999999999998,24.299999999999997,33.45,33.05,32.925,42.647499999999965,44.576666666666675,60.73499999999997,42.647499999999965,44.576666666666675,60.73499999999997,82.0,112.0,131.0,137.0,83.0,30.0,97.0,112.0,115.5,137.0,109.0,137.0
sj,2005,40,2005-10-08,0.0488,0.0394,0.1125571,0.07724286,68.31,301.09,301.128571429,296.957142857,303.3,299.5,27.3,78.3514285714,68.31,18.4985714286,2.68571428571,28.0142857143,6.34285714286,32.8,23.3,18.6,43.0,-0.992708874098054,0.1205366802553232,18.7042857143,18.5057142857,19.44,18.8671428571,18.1742857143,18.9385714286,19.1142857143,18.5085714286,297.128571429,297.0,297.795714286,297.287142857,296.692857143,297.367142857,297.58,297.0,298.8,298.9,299.9,299.5,299.1,299.2,298.7,298.7,301.178571429,301.348571429,300.852857143,300.667142857,301.221428571,301.378571429,300.921428571,300.621428571,303.7,303.5,302.9,302.5,28.5857142857,28.8571428571,28.0857142857,27.9285714286,29.4714285714,28.9285714286,28.4428571429,25.0,24.4,24.4,24.4,22.8,25.6,23.9,24.4,33.9,33.3,33.9,32.2,32.8,0.2153714,0.2333429,0.09425714,-0.00945,-0.021,0.07075,66.86,43.57,66.86,43.57,18.78714285715,18.88333333333333,18.675,18.901071428575,18.733928571424997,297.220357143,297.30809523833335,297.1339285715,297.35678571425,297.2132142855,299.275,299.2,299.25,299.1,298.875,28.81904761906667,28.703571428575,29.167857142875,28.675000000025,24.599999999999998,24.049999999999997,25.025,24.299999999999997,33.175,33.175,32.775,53.89999999999996,49.09666666666667,52.694999999999965,53.89999999999996,49.09666666666667,52.694999999999965,73.0,82.0,112.0,131.0,82.0,45.0,77.5,82.0,99.5,131.0,107.75,137.0
sj,2005,41,2005-10-15,0.0419,0.02793333,0.05515,0.04244286,157.83,299.834285714,300.014285714,296.547142857,303.0,297.9,60.4,82.2642857143,157.83,18.0357142857,2.54285714286,27.0142857143,7.22857142857,32.2,22.8,126.9,55.0,-0.9709418174260521,0.23931566428755738,18.4985714286,18.7042857143,18.5057142857,18.1571428571,18.8671428571,18.72,18.8314285714,18.4814285714,296.957142857,297.128571429,297.0,296.642857143,297.287142857,297.188571429,297.291428571,296.981428571,299.5,298.8,298.9,298.6,299.5,299.2,299.3,298.8,301.291428571,301.465714286,301.158571429,300.871428571,301.392857143,301.464285714,301.107142857,300.892857143,303.4,303.7,303.0,303.1,28.6285714286,29.2428571429,28.8571428571,28.0857142857,29.3285714286,28.9428571429,28.3857142857,23.3,25.0,24.4,24.4,22.2,25.6,25.0,23.9,33.9,32.2,33.3,33.3,32.8,0.1212,0.2153714,0.2381,-0.0267,-0.00945,0.246675,36.86,66.86,36.86,66.86,18.436071428574998,18.569523809533326,18.479642857125,18.666071428575002,18.841428571425,296.90821428575,297.0285714286667,296.952857143,297.135,297.30499999974995,298.775,299.06666666666666,299.1,299.2,299.0,28.40952380953333,28.55,28.917857142875,28.93214285715,24.233333333333334,23.75,24.75,24.599999999999998,33.175,33.45,33.05,82.46499999999997,57.34333333333334,42.647499999999965,82.46499999999997,57.34333333333334,42.647499999999965,43.0,73.0,82.0,112.0,126.0,56.0,58.0,73.0,77.5,112.0,102.875,137.0
sj,2005,42,2005-10-22,0.02275,0.0278,0.2403571,0.2043429,112.16,300.624285714,300.878571429,297.327142857,303.1,298.0,18.7,82.39,112.16,18.9585714286,2.92857142857,28.0428571429,6.44285714286,33.9,23.3,45.5,55.0,-0.9350162426854148,0.35460488704253557,18.0357142857,18.4985714286,18.7042857143,19.44,18.1571428571,18.1742857143,18.9385714286,19.1142857143,296.547142857,296.957142857,297.128571429,297.795714286,296.642857143,296.692857143,297.367142857,297.58,297.9,299.5,298.8,299.9,298.6,299.1,299.2,298.7,301.465714286,301.178571429,301.348571429,300.852857143,301.514285714,301.221428571,301.378571429,300.921428571,304.1,303.7,303.5,302.9,28.0142857143,28.5857142857,29.2428571429,28.8571428571,27.9285714286,29.4714285714,28.9285714286,22.8,23.3,25.0,24.4,24.4,22.8,25.6,23.9,32.2,33.9,33.3,33.9,32.2,0.1919286,0.1212,0.1370143,0.02365,-0.0267,0.051625,68.31,36.86,68.31,36.86,18.549285714299998,18.41285714286666,18.659642857125,18.675,18.901071428575,296.99,296.87761904766666,297.10464285725004,297.1339285715,297.35678571425,298.54999999999995,298.7333333333333,299.275,299.25,299.1,27.885714285733332,28.528571428575,28.703571428575,29.167857142875,23.7,23.450000000000003,24.049999999999997,25.025,33.325,33.175,33.175,93.78999999999996,87.66666666666669,53.89999999999996,93.78999999999996,87.66666666666669,53.89999999999996,55.0,43.0,73.0,82.0,119.0,75.0,49.0,55.0,63.25,82.0,94.0,137.0
sj,2005,43,2005-10-29,-0.029975,0.05126667,0.1705571,0.1623143,20.75,300.691428571,300.707142857,297.387142857,303.1,298.7,70.3,82.4228571429,20.75,18.9914285714,2.44285714286,27.9714285714,7.07142857143,33.3,23.9,55.1,53.0,-0.8854560256532101,0.464723172043768,18.9585714286,18.0357142857,18.4985714286,18.5057142857,19.44,18.8671428571,18.72,18.8314285714,297.327142857,296.547142857,296.957142857,297.0,297.795714286,297.287142857,297.188571429,297.291428571,298.0,297.9,299.5,298.9,299.9,299.5,299.2,299.3,302.2,301.291428571,301.465714286,301.158571429,302.164285714,301.392857143,301.464285714,301.107142857,304.3,303.4,303.7,303.0,27.0142857143,28.6285714286,28.5857142857,29.2428571429,28.0857142857,29.3285714286,28.9428571429,23.3,22.8,23.3,25.0,24.4,22.2,25.6,25.0,32.2,33.9,32.2,33.3,33.3,0.09587143,0.1919286,0.2333429,0.069675,0.02365,-0.021,157.83,68.31,157.83,68.31,18.621071428575,18.497619047633325,18.742499999975003,18.479642857125,18.666071428575002,297.054642857,296.94380952366663,297.1814285715,296.952857143,297.135,298.525,298.46666666666664,299.225,299.1,299.2,27.690476190500004,28.692857142850002,28.55,28.917857142875,23.133333333333336,23.849999999999998,23.75,24.75,33.05,33.175,33.45,89.76249999999996,112.76666666666667,82.46499999999997,89.76249999999996,112.76666666666667,82.46499999999997,55.0,55.0,43.0,73.0,137.0,83.0,55.0,55.0,56.5,73.0,86.0,137.0
sj,2005,44,2005-11-05,0.07596667,-0.0622,0.2535143,0.2017429,39.72,300.841428571,300.942857143,296.831428571,302.9,298.9,26.26,78.97,39.72,18.34,2.57142857143,27.9571428571,7.4,32.8,23.9,57.2,46.0,-0.822983865893657,0.5680647467311548,18.9914285714,18.9585714286,18.0357142857,18.7042857143,18.5057142857,18.1571428571,18.1742857143,18.9385714286,297.387142857,297.327142857,296.547142857,297.128571429,297.0,296.642857143,296.692857143,297.367142857,298.7,298.0,297.9,298.8,298.9,298.6,299.1,299.2,301.495714286,301.465714286,301.178571429,301.348571429,301.514285714,301.514285714,301.221428571,301.378571429,303.7,304.1,303.7,303.5,28.0428571429,28.0142857143,28.6285714286,28.5857142857,28.8571428571,27.9285714286,29.4714285714,23.9,23.3,22.8,23.3,24.4,24.4,22.8,25.6,32.8,32.2,33.9,33.3,33.9,0.1418714,0.09587143,0.2153714,0.051,0.069675,-0.00945,112.16,157.83,112.16,157.83,18.581428571425,18.661904761899994,18.701785714274997,18.659642857125,18.675,297.0232142855,297.08714285700006,297.14178571450003,297.10464285725004,297.1339285715,298.375,298.2,299.05,299.275,299.25,27.676190476200002,28.828571428575,28.528571428575,28.703571428575,23.333333333333332,24.549999999999997,23.450000000000003,24.049999999999997,33.05,33.325,33.175,82.61499999999997,96.91333333333334,93.78999999999996,82.61499999999997,96.91333333333334,93.78999999999996,53.0,55.0,55.0,43.0,131.0,82.0,54.0,55.0,51.5,55.0,75.5,131.0
sj,2005,45,2005-11-12,-0.00135,0.06455,0.2022143,0.1520714,27.22,300.664285714,300.735714286,296.748571429,302.6,299.0,20.43,79.3271428571,27.22,18.2285714286,2.12857142857,27.8714285714,7.01428571429,32.8,23.3,32.5,43.0,-0.7485107481711011,0.6631226582407953,18.34,18.9914285714,18.9585714286,18.4985714286,18.7042857143,19.44,18.8671428571,18.72,296.831428571,297.387142857,297.327142857,296.957142857,297.128571429,297.795714286,297.287142857,297.188571429,298.9,298.7,298.0,299.5,298.8,299.9,299.5,299.2,301.114285714,302.2,301.291428571,301.465714286,301.371428571,302.164285714,301.392857143,301.464285714,304.0,304.3,303.4,303.7,27.9714285714,27.0142857143,28.0142857143,28.6285714286,29.2428571429,28.0857142857,29.3285714286,23.9,23.9,23.3,22.8,25.0,24.4,22.2,25.6,32.2,32.2,33.9,32.2,33.3,0.1085857,0.1418714,0.1212,-0.0073,0.051,-0.0267,20.75,112.16,20.75,112.16,18.62964285715,18.76333333333333,18.78714285715,18.742499999975003,18.479642857125,297.07357142850003,297.18190476166666,297.220357143,297.1814285715,296.952857143,298.65,298.5333333333333,299.275,299.225,299.1,27.990476190466666,28.617857142875,28.692857142850002,28.55,23.7,24.275,23.849999999999998,23.75,32.775,33.05,33.175,49.96249999999997,57.543333333333344,89.76249999999996,49.96249999999997,57.543333333333344,89.76249999999996,46.0,53.0,55.0,55.0,112.0,126.0,49.5,53.0,52.25,55.0,64.875,112.0
sj,2005,46,2005-11-19,0.0507,0.0174,0.2004429,0.1821714,37.36,299.971428571,299.814285714,296.194285714,301.6,298.0,93.9,79.9014285714,37.36,17.6385714286,2.25714285714,27.1571428571,6.54285714286,31.1,23.3,41.5,29.0,-0.6631226582407956,0.7485107481711007,18.2285714286,18.34,18.9914285714,18.0357142857,18.4985714286,18.5057142857,18.1571428571,18.1742857143,296.748571429,296.831428571,297.387142857,296.547142857,296.957142857,297.0,296.642857143,296.692857143,299.0,298.9,298.7,297.9,299.5,298.9,298.6,299.1,301.09,301.495714286,301.465714286,301.178571429,301.128571429,301.514285714,301.514285714,301.221428571,303.3,303.7,304.1,303.7,27.9571428571,28.0428571429,27.0142857143,28.0142857143,28.5857142857,28.8571428571,27.9285714286,23.3,23.9,23.9,23.3,23.3,24.4,24.4,22.8,33.9,32.8,32.2,33.9,33.3,0.2202333,0.1085857,0.1919286,-0.0271,-0.0073,0.02365,39.72,20.75,39.72,20.75,18.29964285715,18.519999999999992,18.436071428574998,18.701785714274997,18.659642857125,296.79035714275,296.989047619,296.90821428575,297.14178571450003,297.10464285725004,298.65,298.8666666666666,298.775,299.05,299.275,27.9333333333,28.060714285725002,28.828571428575,28.528571428575,23.7,23.875,24.549999999999997,23.450000000000003,32.35,33.05,33.325,31.26249999999997,29.230000000000008,82.61499999999997,31.26249999999997,29.230000000000008,82.61499999999997,43.0,46.0,53.0,55.0,82.0,119.0,44.5,46.0,49.25,55.0,56.25,82.0
sj,2005,47,2005-11-26,0.022477776666666668,0.1654,0.2159143,0.1852286,14.49,299.467142857,299.564285714,295.117142857,301.4,298.0,40.81,77.2457142857,14.49,16.5485714286,2.58571428571,26.5285714286,6.08571428571,30.0,22.2,23.6,22.0,-0.5680647467311559,0.8229838658936564,17.6385714286,18.2285714286,18.34,18.9585714286,18.0357142857,18.7042857143,19.44,18.8671428571,296.194285714,296.748571429,296.831428571,297.327142857,296.547142857,297.128571429,297.795714286,297.287142857,298.0,299.0,298.9,298.0,297.9,298.8,299.9,299.5,299.834285714,301.114285714,302.2,301.291428571,300.014285714,301.371428571,302.164285714,301.392857143,303.0,304.0,304.3,303.4,27.8714285714,27.9714285714,28.0428571429,27.0142857143,28.6285714286,29.2428571429,28.0857142857,23.3,23.3,23.9,23.9,22.8,25.0,24.4,22.2,33.3,32.2,32.2,33.9,32.2,0.1456286,0.2202333,0.09587143,0.0049,-0.0271,0.069675,27.22,39.72,27.22,39.72,17.68892857145,18.069047619066662,18.549285714299998,18.78714285715,18.742499999975003,296.22285714274994,296.5914285713333,296.99,297.220357143,297.1814285715,298.47499999999997,298.63333333333327,298.54999999999995,299.275,299.225,27.661904761866666,27.925000000025,28.617857142875,28.692857142850002,23.5,23.6,24.275,23.849999999999998,32.775,32.775,33.05,29.69749999999997,34.76666666666667,49.96249999999997,29.69749999999997,34.76666666666667,49.96249999999997,29.0,43.0,46.0,53.0,73.0,137.0,36.0,43.0,42.75,53.0,49.625,73.0
sj,2005,48,2005-12-03,-0.005744446666666667,0.1823,0.2686,0.2481857,26.65,299.182857143,299.235714286,295.124285714,302.2,297.8,36.65,78.6242857143,26.65,16.5714285714,2.41428571429,26.2285714286,5.87142857143,30.6,22.8,80.7,26.0,-0.4647231720437684,0.88545602565321,16.5485714286,17.6385714286,18.2285714286,18.9914285714,18.9585714286,18.4985714286,18.5057142857,18.1571428571,295.117142857,296.194285714,296.748571429,297.387142857,297.327142857,296.957142857,297.0,296.642857143,298.0,298.0,299.0,298.7,298.0,299.5,298.9,298.6,300.624285714,301.09,301.495714286,301.465714286,300.878571429,301.128571429,301.514285714,301.514285714,303.1,303.3,303.7,304.1,27.1571428571,27.9571428571,27.9714285714,28.0428571429,28.0142857143,28.5857142857,28.8571428571,22.2,23.3,23.3,23.9,23.3,23.3,24.4,24.4,32.8,33.9,32.8,32.2,33.9,0.1780286,0.1456286,0.1418714,-0.05933333,0.0049,0.051,37.36,27.22,37.36,27.22,17.2467857143,17.471904761933327,18.621071428575,18.436071428574998,18.701785714274997,295.7960714285,296.02,297.054642857,296.90821428575,297.14178571450003,298.20000000000005,298.3333333333333,298.525,298.775,299.05,27.1857142857,27.760714285725,28.060714285725002,28.828571428575,22.933333333333337,23.325,23.875,24.549999999999997,33.05,32.35,33.05,26.42999999999997,26.356666666666673,31.26249999999997,26.42999999999997,26.356666666666673,31.26249999999997,22.0,29.0,43.0,46.0,43.0,131.0,25.5,29.0,35.0,46.0,43.25,55.0
sj,2005,49,2005-12-10,-0.03396667,0.04135,0.1812667,0.20685,0.0,298.578571429,298.542857143,293.015714286,300.5,295.9,11.2,71.4557142857,0.0,14.5071428571,2.74285714286,24.9857142857,6.32857142857,28.9,20.6,27.5,13.0,-0.35460488704253595,0.9350162426854147,16.5714285714,16.5485714286,17.6385714286,18.34,18.9914285714,18.0357142857,18.7042857143,19.44,295.124285714,295.117142857,296.194285714,296.831428571,297.387142857,296.547142857,297.128571429,297.795714286,297.8,298.0,298.0,298.9,298.7,297.9,298.8,299.9,300.691428571,299.834285714,301.114285714,302.2,300.707142857,300.014285714,301.371428571,302.164285714,303.1,303.0,304.0,304.3,26.5285714286,27.8714285714,27.9571428571,27.9714285714,27.0142857143,28.6285714286,29.2428571429,22.8,22.2,23.3,23.3,23.9,22.8,25.0,24.4,32.8,33.3,32.2,32.2,33.9,0.1557333,0.1780286,0.1085857,-0.02986667,-0.05933333,-0.0073,14.49,37.36,14.49,37.36,16.316428571425,16.919523809533327,18.581428571425,18.549285714299998,18.78714285715,294.86285714275,295.4785714283333,297.0232142855,296.99,297.220357143,297.425,297.93333333333334,298.375,298.54999999999995,299.275,26.638095238099996,27.746428571425,27.925000000025,28.617857142875,22.766666666666666,23.475,23.6,24.275,33.05,32.775,32.775,19.62499999999997,26.166666666666675,29.69749999999997,19.62499999999997,26.166666666666675,29.69749999999997,26.0,22.0,29.0,43.0,55.0,112.0,24.0,26.0,30.0,43.0,41.125,55.0
