city,feature_group,feature,lag_weeks,n_pairs,pearson_corr,abs_pearson_corr
sj,ndvi,ndvi_se,0,936,-0.04367987346192496,0.04367987346192496
sj,ndvi,ndvi_se,1,935,-0.04919801191023611,0.04919801191023611
sj,ndvi,ndvi_se,2,934,-0.06265692041527945,0.06265692041527945
sj,ndvi,ndvi_se,3,933,-0.06500231782644772,0.06500231782644772
sj,ndvi,ndvi_se,4,932,-0.05919010799654367,0.05919010799654367
sj,ndvi,ndvi_se,5,931,-0.055876434127290896,0.055876434127290896
sj,ndvi,ndvi_se,6,930,-0.0572939771721471,0.0572939771721471
sj,ndvi,ndvi_se,7,929,-0.06685440817818109,0.06685440817818109
sj,ndvi,ndvi_se,8,928,-0.06170405068470142,0.06170405068470142
sj,ndvi,ndvi_se,9,927,-0.05768809776144785,0.05768809776144785
sj,ndvi,ndvi_se,10,926,-0.057800120669750966,0.057800120669750966
sj,ndvi,ndvi_se,11,925,-0.060517127790552856,0.060517127790552856
sj,ndvi,ndvi_se,12,924,-0.07323319717358674,0.07323319717358674
sj,ndvi,ndvi_se,13,923,-0.07351097546004788,0.07351097546004788
sj,ndvi,ndvi_se,14,922,-0.08763323800914147,0.08763323800914147
sj,ndvi,ndvi_sw,0,936,0.04267036640518986,0.04267036640518986
sj,ndvi,ndvi_sw,1,935,0.04851434013315981,0.04851434013315981
sj,ndvi,ndvi_sw,2,934,0.03323938908500238,0.03323938908500238
sj,ndvi,ndvi_sw,3,933,0.026426997676655822,0.026426997676655822
sj,ndvi,ndvi_sw,4,932,0.029885492448830316,0.029885492448830316
sj,ndvi,ndvi_sw,5,931,0.028768131463753052,0.028768131463753052
sj,ndvi,ndvi_sw,6,930,0.03355468404783325,0.03355468404783325
sj,ndvi,ndvi_sw,7,929,0.023040397238446517,0.023040397238446517
sj,ndvi,ndvi_sw,8,928,0.02048242170512748,0.02048242170512748
sj,ndvi,ndvi_sw,9,927,0.014496212591199566,0.014496212591199566
sj,ndvi,ndvi_sw,10,926,0.0026036712414462325,0.0026036712414462325
sj,ndvi,ndvi_sw,11,925,-0.008125239416319653,0.008125239416319653
sj,ndvi,ndvi_sw,12,924,-0.02695302040630399,0.02695302040630399
sj,ndvi,ndvi_sw,13,923,-0.04080772764820136,0.04080772764820136
sj,ndvi,ndvi_sw,14,922,-0.054937735687937576,0.054937735687937576
sj,precipitation,precipitation_amt_mm,0,936,0.06029554049239995,0.06029554049239995
sj,precipitation,precipitation_amt_mm,1,935,0.07749683619789834,0.07749683619789834
sj,precipitation,precipitation_amt_mm,2,934,0.08407067842301393,0.08407067842301393
sj,precipitation,precipitation_amt_mm,3,933,0.07623239781238941,0.07623239781238941
sj,precipitation,precipitation_amt_mm,4,932,0.07130839722687571,0.07130839722687571
sj,precipitation,precipitation_amt_mm,5,931,0.07180286515275927,0.07180286515275927
sj,precipitation,precipitation_amt_mm,6,930,0.07357626630361842,0.07357626630361842
sj,precipitation,precipitation_amt_mm,7,929,0.0648868610520711,0.0648868610520711
sj,precipitation,precipitation_amt_mm,8,928,0.06437771332489668,0.06437771332489668
sj,precipitation,precipitation_amt_mm,9,927,0.05896881301002955,0.05896881301002955
sj,precipitation,precipitation_amt_mm,10,926,0.05179709879750794,0.05179709879750794
sj,precipitation,precipitation_amt_mm,11,925,0.04830740950377422,0.04830740950377422
sj,precipitation,precipitation_amt_mm,12,924,0.04134301023073442,0.04134301023073442
sj,precipitation,precipitation_amt_mm,13,923,0.028854950218275492,0.028854950218275492
sj,precipitation,precipitation_amt_mm,14,922,0.026352315260178494,0.026352315260178494
sj,reanalysis,reanalysis_air_temp_k,0,936,0.18031064573637723,0.18031064573637723
sj,reanalysis,reanalysis_air_temp_k,1,935,0.20244788024755653,0.20244788024755653
sj,reanalysis,reanalysis_air_temp_k,2,934,0.2235902246958074,0.2235902246958074
sj,reanalysis,reanalysis_air_temp_k,3,933,0.24651061069635857,0.24651061069635857
sj,reanalysis,reanalysis_air_temp_k,4,932,0.2661060986237805,0.2661060986237805
sj,reanalysis,reanalysis_air_temp_k,5,931,0.2814081728328607,0.2814081728328607
sj,reanalysis,reanalysis_air_temp_k,6,930,0.29037311834321095,0.29037311834321095
sj,reanalysis,reanalysis_air_temp_k,7,929,0.29633400938046406,0.29633400938046406
sj,reanalysis,reanalysis_air_temp_k,8,928,0.298098339339896,0.298098339339896
sj,reanalysis,reanalysis_air_temp_k,9,927,0.2919818826989951,0.2919818826989951
sj,reanalysis,reanalysis_air_temp_k,10,926,0.2838370699667205,0.2838370699667205
sj,reanalysis,reanalysis_air_temp_k,11,925,0.27195292275552757,0.27195292275552757
sj,reanalysis,reanalysis_air_temp_k,12,924,0.25784964080938255,0.25784964080938255
sj,reanalysis,reanalysis_air_temp_k,13,923,0.23349138778696477,0.23349138778696477
sj,reanalysis,reanalysis_air_temp_k,14,922,0.210571522957465,0.210571522957465
sj,reanalysis,reanalysis_avg_temp_k,0,936,0.1736703346763381,0.1736703346763381
sj,reanalysis,reanalysis_avg_temp_k,1,935,0.19541532035610984,0.19541532035610984
sj,reanalysis,reanalysis_avg_temp_k,2,934,0.2159808205082642,0.2159808205082642
sj,reanalysis,reanalysis_avg_temp_k,3,933,0.24010981807992543,0.24010981807992543
sj,reanalysis,reanalysis_avg_temp_k,4,932,0.2596962099888406,0.2596962099888406
sj,reanalysis,reanalysis_avg_temp_k,5,931,0.2754617476198811,0.2754617476198811
sj,reanalysis,reanalysis_avg_temp_k,6,930,0.2853430967334658,0.2853430967334658
sj,reanalysis,reanalysis_avg_temp_k,7,929,0.2922523921835181,0.2922523921835181
sj,reanalysis,reanalysis_avg_temp_k,8,928,0.29515092567828105,0.29515092567828105
sj,reanalysis,reanalysis_avg_temp_k,9,927,0.2899874779800373,0.2899874779800373
sj,reanalysis,reanalysis_avg_temp_k,10,926,0.28254145885262844,0.28254145885262844
sj,reanalysis,reanalysis_avg_temp_k,11,925,0.2712697881159959,0.2712697881159959
sj,reanalysis,reanalysis_avg_temp_k,12,924,0.25863395463408095,0.25863395463408095
sj,reanalysis,reanalysis_avg_temp_k,13,923,0.23456111024546442,0.23456111024546442
sj,reanalysis,reanalysis_avg_temp_k,14,922,0.21291676835351783,0.21291676835351783
sj,reanalysis,reanalysis_dew_point_temp_k,0,936,0.20280684863274848,0.20280684863274848
sj,reanalysis,reanalysis_dew_point_temp_k,1,935,0.22383645333157534,0.22383645333157534
sj,reanalysis,reanalysis_dew_point_temp_k,2,934,0.24568913423722602,0.24568913423722602
sj,reanalysis,reanalysis_dew_point_temp_k,3,933,0.2643575709984452,0.2643575709984452
sj,reanalysis,reanalysis_dew_point_temp_k,4,932,0.27823847722450845,0.27823847722450845
sj,reanalysis,reanalysis_dew_point_temp_k,5,931,0.2885536108371292,0.2885536108371292
sj,reanalysis,reanalysis_dew_point_temp_k,6,930,0.2949974746315283,0.2949974746315283
sj,reanalysis,reanalysis_dew_point_temp_k,7,929,0.2979377159676451,0.2979377159676451
sj,reanalysis,reanalysis_dew_point_temp_k,8,928,0.3024233495310611,0.3024233495310611
sj,reanalysis,reanalysis_dew_point_temp_k,9,927,0.2991373823814483,0.2991373823814483
sj,reanalysis,reanalysis_dew_point_temp_k,10,926,0.290249730110044,0.290249730110044
sj,reanalysis,reanalysis_dew_point_temp_k,11,925,0.2769662776257973,0.2769662776257973
sj,reanalysis,reanalysis_dew_point_temp_k,12,924,0.26167183598751864,0.26167183598751864
sj,reanalysis,reanalysis_dew_point_temp_k,13,923,0.24311252371628092,0.24311252371628092
sj,reanalysis,reanalysis_dew_point_temp_k,14,922,0.22097149365628543,0.22097149365628543
sj,reanalysis,reanalysis_max_air_temp_k,0,936,0.19323258403691576,0.19323258403691576
sj,reanalysis,reanalysis_max_air_temp_k,1,935,0.21142963699248601,0.21142963699248601
sj,reanalysis,reanalysis_max_air_temp_k,2,934,0.22738953044619953,0.22738953044619953
sj,reanalysis,reanalysis_max_air_temp_k,3,933,0.24934444853378637,0.24934444853378637
sj,reanalysis,reanalysis_max_air_temp_k,4,932,0.26514863909954156,0.26514863909954156
sj,reanalysis,reanalysis_max_air_temp_k,5,931,0.28068637571162064,0.28068637571162064
sj,reanalysis,reanalysis_max_air_temp_k,6,930,0.290679907623336,0.290679907623336
sj,reanalysis,reanalysis_max_air_temp_k,7,929,0.29595161749391985,0.29595161749391985
sj,reanalysis,reanalysis_max_air_temp_k,8,928,0.2947054229432161,0.2947054229432161
sj,reanalysis,reanalysis_max_air_temp_k,9,927,0.2852967656744684,0.2852967656744684
sj,reanalysis,reanalysis_max_air_temp_k,10,926,0.282756046085618,0.282756046085618
sj,reanalysis,reanalysis_max_air_temp_k,11,925,0.2733768223911415,0.2733768223911415
sj,reanalysis,reanalysis_max_air_temp_k,12,924,0.2631031488247337,0.2631031488247337
sj,reanalysis,reanalysis_max_air_temp_k,13,923,0.24057138535534436,0.24057138535534436
sj,reanalysis,reanalysis_max_air_temp_k,14,922,0.2195269631773401,0.2195269631773401
sj,reanalysis,reanalysis_min_air_temp_k,0,936,0.18653857823918296,0.18653857823918296
sj,reanalysis,reanalysis_min_air_temp_k,1,935,0.210010644957177,0.210010644957177
sj,reanalysis,reanalysis_min_air_temp_k,2,934,0.2328875198787585,0.2328875198787585
sj,reanalysis,reanalysis_min_air_temp_k,3,933,0.2521715784237642,0.2521715784237642
sj,reanalysis,reanalysis_min_air_temp_k,4,932,0.2712872572469982,0.2712872572469982
sj,reanalysis,reanalysis_min_air_temp_k,5,931,0.28779640108086063,0.28779640108086063
sj,reanalysis,reanalysis_min_air_temp_k,6,930,0.29680941305577846,0.29680941305577846
sj,reanalysis,reanalysis_min_air_temp_k,7,929,0.30315738283011495,0.30315738283011495
sj,reanalysis,reanalysis_min_air_temp_k,8,928,0.3033738996026539,0.3033738996026539
sj,reanalysis,reanalysis_min_air_temp_k,9,927,0.29913423425049523,0.29913423425049523
sj,reanalysis,reanalysis_min_air_temp_k,10,926,0.2883024135414193,0.2883024135414193
sj,reanalysis,reanalysis_min_air_temp_k,11,925,0.2777646040607548,0.2777646040607548
sj,reanalysis,reanalysis_min_air_temp_k,12,924,0.26291858866164286,0.26291858866164286
sj,reanalysis,reanalysis_min_air_temp_k,13,923,0.24422821261362912,0.24422821261362912
sj,reanalysis,reanalysis_min_air_temp_k,14,922,0.2245927017284923,0.2245927017284923
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,0,936,0.10693889686901666,0.10693889686901666
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,1,935,0.11752480266938596,0.11752480266938596
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,2,934,0.12341951715355878,0.12341951715355878
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,3,933,0.11801179471882671,0.11801179471882671
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,4,932,0.10929285139458282,0.10929285139458282
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,5,931,0.10302128631062064,0.10302128631062064
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,6,930,0.09649470033337713,0.09649470033337713
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,7,929,0.07925536162456982,0.07925536162456982
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,8,928,0.07643799262388422,0.07643799262388422
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,9,927,0.0694321035077075,0.0694321035077075
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,10,926,0.061327990590460145,0.061327990590460145
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,11,925,0.05046355572892505,0.05046355572892505
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,12,924,0.03444658632719467,0.03444658632719467
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,13,923,0.03456671236469864,0.03456671236469864
sj,reanalysis,reanalysis_precip_amt_kg_per_m2,14,922,0.033400543960898824,0.033400543960898824
sj,reanalysis,reanalysis_relative_humidity_percent,0,936,0.1444042257378708,0.1444042257378708
sj,reanalysis,reanalysis_relative_humidity_percent,1,935,0.15299098258109,0.15299098258109
sj,reanalysis,reanalysis_relative_humidity_percent,2,934,0.16513972438208996,0.16513972438208996
sj,reanalysis,reanalysis_relative_humidity_percent,3,933,0.16732251558517322,0.16732251558517322
sj,reanalysis,reanalysis_relative_humidity_percent,4,932,0.16412993449293364,0.16412993449293364
sj,reanalysis,reanalysis_relative_humidity_percent,5,931,0.16041401637122565,0.16041401637122565
sj,reanalysis,reanalysis_relative_humidity_percent,6,930,0.15887064404096604,0.15887064404096604
sj,reanalysis,reanalysis_relative_humidity_percent,7,929,0.15474605337888903,0.15474605337888903
sj,reanalysis,reanalysis_relative_humidity_percent,8,928,0.1611710990146135,0.1611710990146135
sj,reanalysis,reanalysis_relative_humidity_percent,9,927,0.16404013044802443,0.16404013044802443
sj,reanalysis,reanalysis_relative_humidity_percent,10,926,0.15832675136626584,0.15832675136626584
sj,reanalysis,reanalysis_relative_humidity_percent,11,925,0.14898067718785,0.14898067718785
sj,reanalysis,reanalysis_relative_humidity_percent,12,924,0.13846979322627748,0.13846979322627748
sj,reanalysis,reanalysis_relative_humidity_percent,13,923,0.13874230681000074,0.13874230681000074
sj,reanalysis,reanalysis_relative_humidity_percent,14,922,0.1287359080613052,0.1287359080613052
sj,reanalysis,reanalysis_sat_precip_amt_mm,0,936,0.06029554049239995,0.06029554049239995
sj,reanalysis,reanalysis_sat_precip_amt_mm,1,935,0.07749683619789834,0.07749683619789834
sj,reanalysis,reanalysis_sat_precip_amt_mm,2,934,0.08407067842301393,0.08407067842301393
sj,reanalysis,reanalysis_sat_precip_amt_mm,3,933,0.07623239781238941,0.07623239781238941
sj,reanalysis,reanalysis_sat_precip_amt_mm,4,932,0.07130839722687571,0.07130839722687571
sj,reanalysis,reanalysis_sat_precip_amt_mm,5,931,0.07180286515275927,0.07180286515275927
sj,reanalysis,reanalysis_sat_precip_amt_mm,6,930,0.07357626630361842,0.07357626630361842
sj,reanalysis,reanalysis_sat_precip_amt_mm,7,929,0.0648868610520711,0.0648868610520711
sj,reanalysis,reanalysis_sat_precip_amt_mm,8,928,0.06437771332489668,0.06437771332489668
sj,reanalysis,reanalysis_sat_precip_amt_mm,9,927,0.05896881301002955,0.05896881301002955
sj,reanalysis,reanalysis_sat_precip_amt_mm,10,926,0.05179709879750794,0.05179709879750794
sj,reanalysis,reanalysis_sat_precip_amt_mm,11,925,0.04830740950377422,0.04830740950377422
sj,reanalysis,reanalysis_sat_precip_amt_mm,12,924,0.04134301023073442,0.04134301023073442
sj,reanalysis,reanalysis_sat_precip_amt_mm,13,923,0.028854950218275492,0.028854950218275492
sj,reanalysis,reanalysis_sat_precip_amt_mm,14,922,0.026352315260178494,0.026352315260178494
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,0,936,0.20694226155744558,0.20694226155744558
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,1,935,0.2276465030195701,0.2276465030195701
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,2,934,0.2488549135062489,0.2488549135062489
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,3,933,0.26700658780512293,0.26700658780512293
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,4,932,0.28031224306325186,0.28031224306325186
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,5,931,0.290205865798963,0.290205865798963
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,6,930,0.29603754586441555,0.29603754586441555
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,7,929,0.29844719448002566,0.29844719448002566
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,8,928,0.3020744523022654,0.3020744523022654
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,9,927,0.2977970646459852,0.2977970646459852
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,10,926,0.2884088549468584,0.2884088549468584
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,11,925,0.27402945485954233,0.27402945485954233
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,12,924,0.25774118047704353,0.25774118047704353
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,13,923,0.23818676833069954,0.23818676833069954
sj,reanalysis,reanalysis_specific_humidity_g_per_kg,14,922,0.2149610070327555,0.2149610070327555
sj,reanalysis,reanalysis_tdtr_k,0,936,-0.06762267791072368,0.06762267791072368
sj,reanalysis,reanalysis_tdtr_k,1,935,-0.0749683501093712,0.0749683501093712
sj,reanalysis,reanalysis_tdtr_k,2,934,-0.08804811552325188,0.08804811552325188
sj,reanalysis,reanalysis_tdtr_k,3,933,-0.0775865215262487,0.0775865215262487
sj,reanalysis,reanalysis_tdtr_k,4,932,-0.07193262379140107,0.07193262379140107
sj,reanalysis,reanalysis_tdtr_k,5,931,-0.0628851144348813,0.0628851144348813
sj,reanalysis,reanalysis_tdtr_k,6,930,-0.061277352085056205,0.061277352085056205
sj,reanalysis,reanalysis_tdtr_k,7,929,-0.061074786735885685,0.061074786735885685
sj,reanalysis,reanalysis_tdtr_k,8,928,-0.06148986486950959,0.06148986486950959
sj,reanalysis,reanalysis_tdtr_k,9,927,-0.06254996148363012,0.06254996148363012
sj,reanalysis,reanalysis_tdtr_k,10,926,-0.05521064102873646,0.05521064102873646
sj,reanalysis,reanalysis_tdtr_k,11,925,-0.0493334928389608,0.0493334928389608
sj,reanalysis,reanalysis_tdtr_k,12,924,-0.04308330396763975,0.04308330396763975
sj,reanalysis,reanalysis_tdtr_k,13,923,-0.048500802924109736,0.048500802924109736
sj,reanalysis,reanalysis_tdtr_k,14,922,-0.052519019485876915,0.052519019485876915
sj,station,station_avg_temp_c,0,936,0.19482282979430351,0.19482282979430351
sj,station,station_avg_temp_c,1,935,0.21981386201068895,0.21981386201068895
sj,station,station_avg_temp_c,2,934,0.24712013512325354,0.24712013512325354
sj,station,station_avg_temp_c,3,933,0.2794371866649373,0.2794371866649373
sj,station,station_avg_temp_c,4,932,0.30538940391292535,0.30538940391292535
sj,station,station_avg_temp_c,5,931,0.32882377486383696,0.32882377486383696
sj,station,station_avg_temp_c,6,930,0.3433758340952956,0.3433758340952956
sj,station,station_avg_temp_c,7,929,0.35630398492507204,0.35630398492507204
sj,station,station_avg_temp_c,8,928,0.3640935401146844,0.3640935401146844
sj,station,station_avg_temp_c,9,927,0.36738031344006805,0.36738031344006805
sj,station,station_avg_temp_c,10,926,0.3692731089558227,0.3692731089558227
sj,station,station_avg_temp_c,11,925,0.36469723465381154,0.36469723465381154
sj,station,station_avg_temp_c,12,924,0.358498399121943,0.358498399121943
sj,station,station_avg_temp_c,13,923,0.3417921300434437,0.3417921300434437
sj,station,station_avg_temp_c,14,922,0.3236255905698007,0.3236255905698007
sj,station,station_diur_temp_rng_c,0,936,0.03530348519023268,0.03530348519023268
sj,station,station_diur_temp_rng_c,1,935,0.01881925510332542,0.01881925510332542
sj,station,station_diur_temp_rng_c,2,934,0.011985190914093077,0.011985190914093077
sj,station,station_diur_temp_rng_c,3,933,0.0068123597203357915,0.0068123597203357915
sj,station,station_diur_temp_rng_c,4,932,0.0021404066413921626,0.0021404066413921626
sj,station,station_diur_temp_rng_c,5,931,0.0006511102994517888,0.0006511102994517888
sj,station,station_diur_temp_rng_c,6,930,0.0021771620998775145,0.0021771620998775145
sj,station,station_diur_temp_rng_c,7,929,-0.0011414768785498487,0.0011414768785498487
sj,station,station_diur_temp_rng_c,8,928,0.0003290555950548377,0.0003290555950548377
sj,station,station_diur_temp_rng_c,9,927,-0.0034597586632562523,0.0034597586632562523
sj,station,station_diur_temp_rng_c,10,926,-0.00689844106283294,0.00689844106283294
sj,station,station_diur_temp_rng_c,11,925,-0.00021429029339309162,0.00021429029339309162
sj,station,station_diur_temp_rng_c,12,924,0.00934700493032268,0.00934700493032268
sj,station,station_diur_temp_rng_c,13,923,0.016537744997157815,0.016537744997157815
sj,station,station_diur_temp_rng_c,14,922,0.026360934837327477,0.026360934837327477
sj,station,station_max_temp_c,0,936,0.1884474927835803,0.1884474927835803
sj,station,station_max_temp_c,1,935,0.2004574106743051,0.2004574106743051
sj,station,station_max_temp_c,2,934,0.2194021334886366,0.2194021334886366
sj,station,station_max_temp_c,3,933,0.2444401033832405,0.2444401033832405
sj,station,station_max_temp_c,4,932,0.2643270611313225,0.2643270611313225
sj,station,station_max_temp_c,5,931,0.28200371922047085,0.28200371922047085
sj,station,station_max_temp_c,6,930,0.29651228944783786,0.29651228944783786
sj,station,station_max_temp_c,7,929,0.30086469190942444,0.30086469190942444
sj,station,station_max_temp_c,8,928,0.3096770904638441,0.3096770904638441
sj,station,station_max_temp_c,9,927,0.3073877832403505,0.3073877832403505
sj,station,station_max_temp_c,10,926,0.3118273526828216,0.3118273526828216
sj,station,station_max_temp_c,11,925,0.3163321360180571,0.3163321360180571
sj,station,station_max_temp_c,12,924,0.3155627888199805,0.3155627888199805
sj,station,station_max_temp_c,13,923,0.3031937313451824,0.3031937313451824
sj,station,station_max_temp_c,14,922,0.29086465535406225,0.29086465535406225
sj,station,station_min_temp_c,0,936,0.17524817336023485,0.17524817336023485
sj,station,station_min_temp_c,1,935,0.20891964202579957,0.20891964202579957
sj,station,station_min_temp_c,2,934,0.23881460310854416,0.23881460310854416
sj,station,station_min_temp_c,3,933,0.2722136512451765,0.2722136512451765
sj,station,station_min_temp_c,4,932,0.2971866962428422,0.2971866962428422
sj,station,station_min_temp_c,5,931,0.3211012694547576,0.3211012694547576
sj,station,station_min_temp_c,6,930,0.3368454378657377,0.3368454378657377
sj,station,station_min_temp_c,7,929,0.34659192964716545,0.34659192964716545
sj,station,station_min_temp_c,8,928,0.3526085091410281,0.3526085091410281
sj,station,station_min_temp_c,9,927,0.35907397765409044,0.35907397765409044
sj,station,station_min_temp_c,10,926,0.3622973267301657,0.3622973267301657
sj,station,station_min_temp_c,11,925,0.35315025439135894,0.35315025439135894
sj,station,station_min_temp_c,12,924,0.3422475088630599,0.3422475088630599
sj,station,station_min_temp_c,13,923,0.32374767289480266,0.32374767289480266
sj,station,station_min_temp_c,14,922,0.3045290206256504,0.3045290206256504
sj,station,station_precip_mm,0,936,0.05188296055713842,0.05188296055713842
sj,station,station_precip_mm,1,935,0.06080457981870098,0.06080457981870098
sj,station,station_precip_mm,2,934,0.059229654758756516,0.059229654758756516
sj,station,station_precip_mm,3,933,0.049317692191361714,0.049317692191361714
sj,station,station_precip_mm,4,932,0.0378928311210022,0.0378928311210022
sj,station,station_precip_mm,5,931,0.027594782618120667,0.027594782618120667
sj,station,station_precip_mm,6,930,0.0231301948695087,0.0231301948695087
sj,station,station_precip_mm,7,929,0.00990899234821959,0.00990899234821959
sj,station,station_precip_mm,8,928,0.004245092609562041,0.004245092609562041
sj,station,station_precip_mm,9,927,-0.001255752499449898,0.001255752499449898
sj,station,station_precip_mm,10,926,-0.003142497496338249,0.003142497496338249
sj,station,station_precip_mm,11,925,-0.004301673061602157,0.004301673061602157
sj,station,station_precip_mm,12,924,-0.014608486067071755,0.014608486067071755
sj,station,station_precip_mm,13,923,-0.02311137150324716,0.02311137150324716
sj,station,station_precip_mm,14,922,-0.015469832401745752,0.015469832401745752
